type,size,runtime
selectionsort,28609,2063696
selectionsort,10721,289989
selectionsort,53646,7291906
selectionsort,44189,4949251
selectionsort,55255,7681410
selectionsort,48217,5944426
selectionsort,39742,4037453
selectionsort,82520,17256654
selectionsort,81345,16803472
selectionsort,47917,5823403
selectionsort,87752,19542756
selectionsort,77564,15284659
selectionsort,39686,3971442
selectionsort,70038,12383138
selectionsort,62413,9844743
selectionsort,50268,6413989
selectionsort,19376,954117
selectionsort,11333,326499
selectionsort,18011,824698
selectionsort,97564,24116246
selectionsort,48041,5838164
selectionsort,53785,7317705
selectionsort,38785,3799320
selectionsort,36170,3290207
selectionsort,48397,5915701
selectionsort,90488,20780959
selectionsort,9725,239963
selectionsort,83055,17501656
selectionsort,34507,2996556
selectionsort,23736,1427791
selectionsort,92352,21538416
selectionsort,66339,11118303
selectionsort,63611,10289838
selectionsort,8359,177269
selectionsort,71383,12910496
selectionsort,26564,1781117
selectionsort,93932,22389118
selectionsort,25144,1612109
selectionsort,35535,3193669
selectionsort,42623,4602808
selectionsort,82514,17178597
selectionsort,59719,9019436
selectionsort,68877,11958065
selectionsort,90074,20494714
selectionsort,31271,2474448
selectionsort,13507,461157
selectionsort,65832,10990695
selectionsort,76186,14654901
selectionsort,84475,18031342
selectionsort,82152,17083031
selectionsort,94241,22478217
selectionsort,45172,5121248
selectionsort,19359,953865
selectionsort,46915,5604518
selectionsort,9795,245845
selectionsort,68650,11920411
selectionsort,35290,3142269
selectionsort,32276,2655730
selectionsort,57732,8458382
selectionsort,31225,2471908
selectionsort,25446,1639900
selectionsort,15164,583104
selectionsort,94157,22504618
selectionsort,34861,3075102
selectionsort,7374,137847
selectionsort,73559,13707785
selectionsort,64526,10533787
selectionsort,28373,2041567
selectionsort,97379,24084770
selectionsort,43202,4715490
selectionsort,68229,11747557
selectionsort,39664,3977571
selectionsort,49832,6276278
selectionsort,19015,918478
selectionsort,49566,6220777
selectionsort,88091,19680144
selectionsort,73572,13738292
selectionsort,93360,22067537
selectionsort,27593,1928493
selectionsort,27991,1981773
selectionsort,58026,8509601
selectionsort,73675,13751574
selectionsort,6258,99768
selectionsort,14946,567842
selectionsort,61496,9555451
selectionsort,11207,291747
selectionsort,23849,1411127
selectionsort,46571,5467649
selectionsort,88322,15800142
selectionsort,20408,1047931
selectionsort,27845,1950429
selectionsort,59072,8388221
selectionsort,98245,23753279
selectionsort,67512,10209321
selectionsort,20816,1070985
selectionsort,42544,4526724
selectionsort,11529,334971
selectionsort,15085,522605
selectionsort,37602,3091257
selectionsort,80031,16047318
selectionsort,29673,2208927
selectionsort,21255,1130822
selectionsort,77415,13921510
selectionsort,85300,18198998
selectionsort,71535,12192900
selectionsort,67501,11330437
selectionsort,29670,2169401
selectionsort,6908,107346
selectionsort,75335,13195610
selectionsort,38488,3545657
selectionsort,74759,13477944
selectionsort,99996,24370771
selectionsort,88681,19224175
selectionsort,23480,1348435
selectionsort,72041,12716575
selectionsort,47371,5487479
selectionsort,71803,12626783
selectionsort,77027,14638994
selectionsort,61946,9489775
selectionsort,46676,5389121
selectionsort,38037,3559108
selectionsort,21345,1125987
selectionsort,28237,1959664
selectionsort,33791,2810460
selectionsort,30534,2290976
selectionsort,93983,21779334
selectionsort,89921,19918012
selectionsort,68772,11629664
selectionsort,43423,4639107
selectionsort,56438,7842341
selectionsort,30357,2272284
selectionsort,11694,336620
selectionsort,49388,6003023
selectionsort,95098,22307408
selectionsort,32112,2541102
selectionsort,63236,9839791
selectionsort,96779,23119718
selectionsort,39214,3792407
selectionsort,53006,6958730
selectionsort,49619,6097306
selectionsort,79984,15826881
selectionsort,60473,8976330
selectionsort,39631,3879149
selectionsort,30254,2257009
selectionsort,56980,8031621
selectionsort,43068,4585003
selectionsort,33882,2848923
selectionsort,35641,3145165
selectionsort,76142,14357564
selectionsort,63835,10059098
selectionsort,68840,11719659
selectionsort,45238,5045855
selectionsort,21308,1122457
selectionsort,33688,2809179
selectionsort,60399,9066957
selectionsort,92533,21228310
selectionsort,55245,7612646
selectionsort,40432,4038993
selectionsort,45079,5012623
selectionsort,72287,12888055
selectionsort,10519,272566
selectionsort,54700,7377106
selectionsort,88614,19636777
selectionsort,72097,13071283
selectionsort,41961,4448962
selectionsort,47685,5759097
selectionsort,28294,2025668
selectionsort,65614,10875543
selectionsort,43036,4673971
selectionsort,15072,576668
selectionsort,24100,1468896
selectionsort,34145,2935453
selectionsort,33634,2838839
selectionsort,54401,7455956
selectionsort,97175,23874444
selectionsort,39179,3900902
selectionsort,59995,9086171
selectionsort,44641,5051008
selectionsort,58668,8719385
selectionsort,87862,19606649
selectionsort,68283,11818232
selectionsort,5676,82134
selectionsort,56342,8030923
selectionsort,53628,7251532
selectionsort,65789,10903915
selectionsort,38629,3807556
selectionsort,73485,13787933
selectionsort,50465,6524211
selectionsort,85140,18401126
selectionsort,89437,20156587
selectionsort,75822,14557768
selectionsort,21098,1124481
selectionsort,58040,8530406
selectionsort,10602,286236
selectionsort,76726,14880463
selectionsort,77185,15066413
selectionsort,18464,861975
selectionsort,12613,404106
selectionsort,18579,868476
selectionsort,48599,5961158
selectionsort,55602,7809060
selectionsort,62965,10003370
selectionsort,82425,17191082
selectionsort,62808,9987846
selectionsort,33920,2899232
selectionsort,34952,3097775
selectionsort,90953,20928769
selectionsort,8498,183504
selectionsort,42550,4601584
selectionsort,85345,18470276
selectionsort,52233,6956861
selectionsort,28802,2105134
selectionsort,63846,10351497
selectionsort,31445,2506180
selectionsort,24008,1460357
selectionsort,53162,7159491
selectionsort,57523,8404879
selectionsort,51249,6626500
selectionsort,74828,14212783
selectionsort,8633,189233
selectionsort,50542,6467791
selectionsort,24125,1475056
selectionsort,68520,11905829
selectionsort,49285,6173374
selectionsort,97083,23861046
selectionsort,95282,22919067
selectionsort,58832,8810548
selectionsort,8225,172183
selectionsort,30910,2426776
selectionsort,70564,12718935
selectionsort,39031,3897792
selectionsort,97709,24169519
selectionsort,70708,12665060
selectionsort,46162,5391479
selectionsort,76419,14801425
selectionsort,45810,5310118
selectionsort,13841,484409
selectionsort,71412,12878396
selectionsort,90619,20793537
selectionsort,83925,17777975
selectionsort,11467,333571
selectionsort,64090,10397821
selectionsort,44820,5065595
selectionsort,66815,11278081
selectionsort,51066,6616301
selectionsort,48054,5843637
selectionsort,30279,2310968
selectionsort,81176,16698282
selectionsort,94960,22829979
selectionsort,72595,13317202
selectionsort,91764,21292037
selectionsort,17803,807015
selectionsort,79848,16093254
selectionsort,79862,16097532
selectionsort,33183,2787791
selectionsort,21143,1126312
selectionsort,17248,749757
selectionsort,50387,6367557
selectionsort,17859,799141
selectionsort,86554,18994581
selectionsort,90214,20514461
selectionsort,15735,623944
selectionsort,23414,1383846
selectionsort,49191,6112690
selectionsort,69397,12189476
selectionsort,72138,13187780
selectionsort,87573,19461474
selectionsort,54193,7413768
selectionsort,11106,310577
selectionsort,71313,12847740
selectionsort,64622,10681584
selectionsort,29418,2209422
selectionsort,42932,4726094
selectionsort,66404,11202664
selectionsort,27025,1867555
selectionsort,61939,9678272
selectionsort,82678,17336281
selectionsort,14482,527960
selectionsort,40944,4236331
selectionsort,32788,2724584
selectionsort,56563,8060427
selectionsort,92027,21400469
selectionsort,99059,24646243
selectionsort,83174,16079637
selectionsort,63921,8606078
selectionsort,72589,10889224
selectionsort,53592,7105259
selectionsort,99444,24564612
selectionsort,15686,616793
selectionsort,50889,6500423
selectionsort,28450,2031506
selectionsort,54777,7518758
selectionsort,26635,1771446
selectionsort,80774,14727441
selectionsort,75754,8601015
selectionsort,5706,58790
selectionsort,68172,6606809
selectionsort,81253,13862141
selectionsort,76772,11464165
selectionsort,30320,2241814
selectionsort,30430,1656224
selectionsort,29355,1559887
selectionsort,73935,13171039
selectionsort,24407,1463192
selectionsort,69518,11826337
selectionsort,14670,528576
selectionsort,25088,1536809
selectionsort,38863,3518653
selectionsort,87828,18316603
selectionsort,41468,4158316
selectionsort,62698,9532074
selectionsort,22567,1235601
selectionsort,43808,4643504
selectionsort,95659,22207277
selectionsort,36754,3289658
selectionsort,89096,19380157
selectionsort,69564,11815137
selectionsort,62241,9456396
selectionsort,9997,245731
selectionsort,38227,3572602
selectionsort,78286,15003109
selectionsort,13617,454090
selectionsort,74327,13644027
selectionsort,34386,2910925
selectionsort,77119,14635658
selectionsort,13920,478122
selectionsort,14153,494929
selectionsort,44688,4931264
selectionsort,23859,1406336
selectionsort,44532,4887109
selectionsort,66601,10927307
selectionsort,19126,896203
selectionsort,33453,2744582
selectionsort,12186,357311
selectionsort,88518,19268706
selectionsort,25445,1593727
selectionsort,67119,11074234
selectionsort,68639,11660607
selectionsort,5536,72540
selectionsort,91511,20667697
selectionsort,97376,23346248
selectionsort,16145,645666
selectionsort,68504,11547264
selectionsort,7610,144250
selectionsort,18681,863907
selectionsort,52790,6883207
selectionsort,98857,24080442
selectionsort,18946,882277
selectionsort,97182,23368658
selectionsort,32726,2642893
selectionsort,18881,882177
selectionsort,44706,4938292
selectionsort,39503,3858831
selectionsort,35419,3111106
selectionsort,81805,16571594
selectionsort,66564,10939742
selectionsort,83960,17456591
selectionsort,96038,22775879
selectionsort,87745,19068226
selectionsort,65413,10604770
selectionsort,28490,2008121
selectionsort,86226,18411462
selectionsort,19454,930724
selectionsort,73745,13648158
selectionsort,57679,8383936
selectionsort,67836,11653522
selectionsort,51100,6594501
selectionsort,37824,3608262
selectionsort,90745,20874852
selectionsort,24034,1460013
selectionsort,33204,2783984
selectionsort,71491,12938069
selectionsort,44496,5014899
selectionsort,95294,23018053
selectionsort,92261,21553975
selectionsort,21994,1223176
selectionsort,17973,817754
selectionsort,29707,2244247
selectionsort,6408,104313
selectionsort,46430,5429092
selectionsort,45836,5359497
selectionsort,12992,436003
selectionsort,59741,9003026
selectionsort,25586,1642956
selectionsort,85603,18611991
selectionsort,68259,11799748
selectionsort,62321,9844188
selectionsort,99444,24985793
selectionsort,41653,4381454
selectionsort,54765,7581909
selectionsort,55183,7717535
selectionsort,40409,4131968
selectionsort,90286,20672339
selectionsort,74310,13967086
selectionsort,83814,17763580
selectionsort,66713,11209879
selectionsort,35318,3139370
selectionsort,83586,17671460
selectionsort,91222,21023821
selectionsort,34778,3049899
selectionsort,79465,15987857
selectionsort,96903,23774789
selectionsort,88029,19670265
selectionsort,16313,674651
selectionsort,68700,11957363
selectionsort,46384,5435956
selectionsort,17748,795468
selectionsort,66973,11330281
selectionsort,90478,20721118
selectionsort,9035,207326
selectionsort,95860,23315835
selectionsort,72018,13101568
selectionsort,6889,121046
selectionsort,18333,839971
selectionsort,74008,13837293
selectionsort,41943,4467171
selectionsort,22937,1334930
selectionsort,8970,204415
selectionsort,64290,10477876
selectionsort,24484,1519412
selectionsort,98267,24518563
selectionsort,96866,23796369
selectionsort,34535,3008769
selectionsort,75538,14454475
selectionsort,62571,9932608
selectionsort,23196,1360172
selectionsort,36606,3396521
selectionsort,6549,108967
selectionsort,44878,5106037
selectionsort,27503,1915885
selectionsort,70605,12671283
selectionsort,17476,770431
selectionsort,48487,5921144
selectionsort,24036,1466781
selectionsort,63713,10228024
selectionsort,22638,1286674
selectionsort,31795,2551863
selectionsort,78793,15651377
selectionsort,36332,3312926
selectionsort,23785,1425704
selectionsort,9146,211678
selectionsort,48101,5846934
selectionsort,40789,4200024
selectionsort,85479,18518762
selectionsort,5267,70286
selectionsort,68096,11731932
selectionsort,99430,25004549
selectionsort,43480,4775359
selectionsort,5200,68871
selectionsort,56652,8089614
selectionsort,98058,24365070
selectionsort,28437,2040539
selectionsort,54456,7499622
selectionsort,34080,2932534
selectionsort,19031,918333
selectionsort,46103,5376567
selectionsort,34057,2919144
selectionsort,52429,6930923
selectionsort,25997,1714431
selectionsort,81381,16771456
selectionsort,62642,9927457
selectionsort,30764,2397569
selectionsort,7255,133780
selectionsort,26635,1799642
selectionsort,72770,13510221
selectionsort,94795,23002173
selectionsort,39671,4016065
selectionsort,46069,5410719
selectionsort,24762,1551773
selectionsort,84730,18188321
selectionsort,25573,1658352
selectionsort,96366,23769761
selectionsort,62972,9996605
selectionsort,48383,5907139
selectionsort,77763,15325044
selectionsort,30750,2401988
selectionsort,78542,15641357
selectionsort,81536,16809010
selectionsort,41269,4292843
selectionsort,14639,530720
selectionsort,52539,6985891
selectionsort,64595,10566705
selectionsort,76116,14616121
selectionsort,90257,19402956
selectionsort,63811,9991235
selectionsort,80356,16059030
selectionsort,91180,20159197
selectionsort,58646,8619026
selectionsort,99121,20283142
selectionsort,67842,7993194
selectionsort,5731,82500
selectionsort,50334,6341847
selectionsort,46239,5338528
selectionsort,48044,5720075
selectionsort,67748,11495312
selectionsort,33905,2869053
selectionsort,26154,1704190
selectionsort,18708,871878
selectionsort,63289,7028850
selectionsort,56180,6435708
selectionsort,51041,6438009
selectionsort,19595,945835
selectionsort,69128,11054191
selectionsort,57880,7674116
selectionsort,39549,3830666
selectionsort,84408,16063942
selectionsort,48795,3153682
selectionsort,47012,5075775
selectionsort,93893,20968698
selectionsort,34990,2965647
selectionsort,7258,128686
selectionsort,65625,10436317
selectionsort,65941,10591554
selectionsort,62457,9531190
selectionsort,73735,13354668
selectionsort,88786,19338749
selectionsort,86659,18398827
selectionsort,89992,19895693
selectionsort,44655,4913771
selectionsort,81866,16603882
selectionsort,73649,13415989
selectionsort,17128,722389
selectionsort,5305,69407
selectionsort,16896,701085
selectionsort,93516,21538678
selectionsort,58744,8480429
selectionsort,7909,148649
selectionsort,88147,19157884
selectionsort,87191,18732346
selectionsort,40592,4057733
selectionsort,83351,17188674
selectionsort,29936,2221233
selectionsort,15199,570804
selectionsort,69803,12025212
selectionsort,33549,2774788
selectionsort,46185,5244840
selectionsort,12069,361266
selectionsort,45316,5063272
selectionsort,80475,16003027
selectionsort,22045,1205468
selectionsort,25262,1578681
selectionsort,90513,20235876
selectionsort,73823,13451105
selectionsort,35308,3078918
selectionsort,43292,4639823
selectionsort,58688,8492138
selectionsort,43673,4705444
selectionsort,23848,1407567
selectionsort,85141,17932155
selectionsort,89700,19877847
selectionsort,60259,9009612
selectionsort,22504,1251466
selectionsort,32468,2609011
selectionsort,10064,251579
selectionsort,31578,2464533
selectionsort,47817,5647875
selectionsort,96476,23058608
selectionsort,73277,13310177
selectionsort,85547,18102708
selectionsort,18005,814589
selectionsort,90684,20553271
selectionsort,51333,6634213
selectionsort,90232,20524516
selectionsort,8354,176377
selectionsort,86504,18968451
selectionsort,99967,25267958
selectionsort,31030,2445121
selectionsort,63041,10020684
selectionsort,53356,7208234
selectionsort,71227,12873484
selectionsort,23858,1445171
selectionsort,31860,2563751
selectionsort,76711,14877445
selectionsort,13813,482229
selectionsort,52096,6851225
selectionsort,7953,159581
selectionsort,30593,2349956
selectionsort,21103,1124863
selectionsort,83407,17552642
selectionsort,83937,17844467
selectionsort,67902,11670847
selectionsort,14446,528006
selectionsort,77191,15020658
selectionsort,75177,14306832
selectionsort,41877,4431112
selectionsort,83889,17811041
selectionsort,80549,16442819
selectionsort,49608,6220766
selectionsort,42383,4532408
selectionsort,37918,3642112
selectionsort,26576,1789209
selectionsort,67668,11593386
selectionsort,11566,339543
selectionsort,9627,234975
selectionsort,14041,504368
selectionsort,25547,1669793
selectionsort,94940,22780777
selectionsort,23572,1409248
selectionsort,44033,4896837
selectionsort,37499,3540728
selectionsort,49149,6111754
selectionsort,28009,1971274
selectionsort,54766,7560432
selectionsort,32955,2733821
selectionsort,77056,14975193
selectionsort,41966,4447673
selectionsort,68380,11853443
selectionsort,8089,166609
selectionsort,88085,19684561
selectionsort,84018,17942215
selectionsort,92679,21730965
selectionsort,60890,9386380
selectionsort,26090,1722892
selectionsort,93890,22335942
selectionsort,71773,13029143
selectionsort,60283,9210180
selectionsort,26165,1709974
selectionsort,64383,10439404
selectionsort,98709,24685593
selectionsort,84303,17983778
selectionsort,14412,525797
selectionsort,52833,7042602
selectionsort,90102,20542505
selectionsort,40235,4083378
selectionsort,22709,1300102
selectionsort,63462,10182360
selectionsort,93917,22375230
selectionsort,58630,8689495
selectionsort,22137,1243009
selectionsort,19837,996406
selectionsort,85365,18591271
selectionsort,14505,533007
selectionsort,79163,15806964
selectionsort,31560,2517927
selectionsort,38006,3654283
selectionsort,37599,3560769
selectionsort,17858,807870
selectionsort,10805,295412
selectionsort,67915,11628326
selectionsort,14016,488858
selectionsort,16454,683459
selectionsort,38246,3713169
selectionsort,39443,3933935
selectionsort,31773,2536106
selectionsort,40570,4133430
selectionsort,38853,3817037
selectionsort,99215,24932857
selectionsort,39979,4035979
selectionsort,45627,5272978
selectionsort,56732,8143014
selectionsort,12712,408619
selectionsort,56232,8027479
selectionsort,32815,2727586
selectionsort,65957,10961653
selectionsort,84231,17939897
selectionsort,36566,3377606
selectionsort,37637,3590991
selectionsort,46787,5500218
selectionsort,5624,80236
selectionsort,5482,76049
selectionsort,30989,2427268
selectionsort,60676,9309522
selectionsort,37930,3626530
selectionsort,27469,1909884
selectionsort,70949,12658507
selectionsort,70577,12537598
selectionsort,21618,1182197
selectionsort,75605,14418333
selectionsort,82194,17105970
selectionsort,60331,9206253
selectionsort,90870,20958911
selectionsort,38641,3785136
selectionsort,85504,18471195
selectionsort,70987,12698088
selectionsort,97869,24296655
selectionsort,80763,16478048
selectionsort,5033,64382
selectionsort,96666,23649139
selectionsort,77340,15136926
selectionsort,80496,16233457
selectionsort,12194,376087
selectionsort,95488,22810102
selectionsort,67865,9952632
selectionsort,69024,11993442
selectionsort,17677,786197
selectionsort,38358,3701250
selectionsort,42430,4494057
selectionsort,89603,17653265
selectionsort,23487,1382199
selectionsort,49139,5577470
selectionsort,9884,245638
selectionsort,37625,3343677
selectionsort,93831,22064105
selectionsort,54021,7287016
selectionsort,51045,6514181
selectionsort,9326,218113
selectionsort,63253,7783418
selectionsort,78651,12647164
selectionsort,54388,6466769
selectionsort,96603,22176967
selectionsort,24191,1431154
selectionsort,67555,9297510
selectionsort,22292,686223
selectionsort,29787,1501179
selectionsort,24443,1460230
selectionsort,81599,13891768
selectionsort,89015,10452104
selectionsort,19902,894107
selectionsort,16829,647164
selectionsort,85706,17292155
selectionsort,16223,634248
selectionsort,75861,13913462
selectionsort,37947,3500193
selectionsort,61643,9257196
selectionsort,66740,10853491
selectionsort,92462,20964247
selectionsort,58062,8284456
selectionsort,68932,11652755
selectionsort,90654,20165241
selectionsort,20439,1036347
selectionsort,71113,12416555
selectionsort,77196,14653128
selectionsort,47895,5662844
selectionsort,49474,6045759
selectionsort,18207,818216
selectionsort,89350,19664601
selectionsort,8782,190639
selectionsort,31838,2499709
selectionsort,62271,9594727
selectionsort,85529,17990438
selectionsort,58407,8387987
selectionsort,85781,18127736
selectionsort,74542,13711256
selectionsort,78655,15302379
selectionsort,42510,4448509
selectionsort,92237,21000112
selectionsort,79889,15770534
selectionsort,66951,11022506
selectionsort,17647,766485
selectionsort,26074,1659522
selectionsort,33276,2732381
selectionsort,68065,11446697
selectionsort,6484,104315
selectionsort,98964,24256286
selectionsort,5707,80807
selectionsort,89596,19850396
selectionsort,86557,18497052
selectionsort,19942,980716
selectionsort,19116,893791
selectionsort,47319,5514960
selectionsort,71216,12550313
selectionsort,72816,13117975
selectionsort,11431,324253
selectionsort,69519,11956137
selectionsort,23421,1357726
selectionsort,59278,8710689
selectionsort,45733,5156342
selectionsort,92390,21133142
selectionsort,33160,2757708
selectionsort,41583,4339181
selectionsort,24426,1494384
selectionsort,69542,12197435
selectionsort,17881,812411
selectionsort,54138,7461597
selectionsort,30274,2327709
selectionsort,40953,4229289
selectionsort,15628,611442
selectionsort,53526,7208159
selectionsort,29422,2180379
selectionsort,45872,5314535
selectionsort,74160,13906322
selectionsort,41302,4291398
selectionsort,21209,1142958
selectionsort,75926,14618741
selectionsort,44762,5078955
selectionsort,72603,13337796
selectionsort,91512,21245045
selectionsort,93462,22114377
selectionsort,17583,781613
selectionsort,32089,2602517
selectionsort,32879,2729859
selectionsort,49781,6241131
selectionsort,70288,12444608
selectionsort,88277,19720107
selectionsort,44998,5123464
selectionsort,79422,15946920
selectionsort,25647,1665095
selectionsort,33849,2897926
selectionsort,69437,12213442
selectionsort,69559,12231940
selectionsort,27787,1949092
selectionsort,64748,10598135
selectionsort,10044,255828
selectionsort,87243,19253746
selectionsort,28751,2092974
selectionsort,61339,9520544
selectionsort,87499,19328119
selectionsort,24132,1465268
selectionsort,57821,8442600
selectionsort,45345,5230450
selectionsort,38931,3844382
selectionsort,63806,10308954
selectionsort,94353,22468337
selectionsort,55606,7839249
selectionsort,40415,4145761
selectionsort,21845,1208923
selectionsort,15949,645043
selectionsort,15416,602645
selectionsort,21667,1181736
selectionsort,5407,72634
selectionsort,40197,4096812
selectionsort,86762,19060194
selectionsort,79903,16210071
selectionsort,39726,4002811
selectionsort,38492,3757700
selectionsort,32401,2649828
selectionsort,72532,13302564
selectionsort,45292,5192946
selectionsort,60091,9135054
selectionsort,63250,10116492
selectionsort,96056,23344373
selectionsort,82762,17323714
selectionsort,50963,6541282
selectionsort,51767,6746770
selectionsort,87229,19344527
selectionsort,85907,18654446
selectionsort,49485,6235971
selectionsort,62006,9761109
selectionsort,64915,10657937
selectionsort,92392,21776816
selectionsort,29739,2245535
selectionsort,5763,80620
selectionsort,56798,8159720
selectionsort,96902,23776686
selectionsort,73953,13862946
selectionsort,49060,6069810
selectionsort,43720,4822286
selectionsort,47166,5638201
selectionsort,77131,15053101
selectionsort,26858,1816892
selectionsort,89461,20272523
selectionsort,85810,18634117
selectionsort,6454,106252
selectionsort,63511,10242665
selectionsort,50577,6456076
selectionsort,90852,20849512
selectionsort,59324,8898283
selectionsort,70613,12690556
selectionsort,5201,68849
selectionsort,24905,1566180
selectionsort,6225,98524
selectionsort,15711,627527
selectionsort,85439,18506670
selectionsort,87267,19252722
selectionsort,65836,10978878
selectionsort,90062,20505683
selectionsort,38221,3688616
selectionsort,88742,19944596
selectionsort,93226,22005291
selectionsort,67104,11456010
selectionsort,34306,2982419
selectionsort,35460,3187061
selectionsort,52500,6981373
selectionsort,52875,7072248
selectionsort,20455,1052842
selectionsort,36209,3320000
selectionsort,28420,2061221
selectionsort,10923,305235
selectionsort,89898,20481372
selectionsort,20235,1039824
selectionsort,48861,6049347
selectionsort,60648,9319150
selectionsort,42913,4668001
selectionsort,58498,8670910
selectionsort,42164,4519614
selectionsort,32237,2639902
selectionsort,46010,5356035
selectionsort,65515,10809019
selectionsort,46921,5572439
selectionsort,59541,8993806
selectionsort,59343,8909239
selectionsort,92940,20268426
selectionsort,15202,336560
selectionsort,69428,11655205
selectionsort,96449,23431282
selectionsort,61994,9538239
selectionsort,19039,577312
selectionsort,70219,12345160
selectionsort,61316,8891556
selectionsort,79313,12862998
selectionsort,60281,7083643
selectionsort,58860,8151454
selectionsort,79220,15258792
selectionsort,92914,20097278
selectionsort,50822,6419104
selectionsort,96247,20592438
selectionsort,60089,8814798
selectionsort,28713,1113445
selectionsort,16444,374068
selectionsort,49600,3309983
selectionsort,59430,5082057
selectionsort,28548,1991549
selectionsort,40033,3887171
selectionsort,72375,7202625
selectionsort,17131,383930
selectionsort,70066,6413098
selectionsort,28591,1063032
selectionsort,22389,1137179
selectionsort,22428,1155678
selectionsort,54818,7014228
selectionsort,7237,123715
selectionsort,93742,21081335
selectionsort,40452,3976532
selectionsort,19913,968161
selectionsort,45808,5111690
selectionsort,73117,13035627
selectionsort,27068,1788082
selectionsort,24275,1437617
selectionsort,38514,3620026
selectionsort,39858,3885571
selectionsort,19874,965193
selectionsort,26396,1694522
selectionsort,14092,488723
selectionsort,56022,7702673
selectionsort,62118,9472525
selectionsort,81409,16265545
selectionsort,17268,730112
selectionsort,91823,20768098
selectionsort,99986,24625025
selectionsort,74293,13588861
selectionsort,79487,15545605
selectionsort,31820,2495889
selectionsort,68888,11674694
selectionsort,19127,895729
selectionsort,53405,6991378
selectionsort,16807,687609
selectionsort,12328,374472
selectionsort,40700,4072792
selectionsort,12797,404175
selectionsort,64292,10184288
selectionsort,20331,1019389
selectionsort,71542,12629025
selectionsort,63774,9959687
selectionsort,94916,22293835
selectionsort,82361,16767469
selectionsort,22209,1219049
selectionsort,89624,19905001
selectionsort,59836,8867911
selectionsort,23028,1306410
selectionsort,88168,19192637
selectionsort,83667,17321343
selectionsort,52236,6716706
selectionsort,8417,176224
selectionsort,96706,23152778
selectionsort,87192,18726149
selectionsort,18438,841403
selectionsort,73394,13337249
selectionsort,97745,23587708
selectionsort,17697,776339
selectionsort,93577,21750123
selectionsort,76214,14349803
selectionsort,62336,9625679
selectionsort,91335,21037195
selectionsort,65788,10956686
selectionsort,79846,16120921
selectionsort,81054,16649739
selectionsort,25570,1657394
selectionsort,78705,15636734
selectionsort,46849,5537571
selectionsort,87552,19460356
selectionsort,82776,17380086
selectionsort,55205,7714616
selectionsort,76387,14737536
selectionsort,65637,10866040
selectionsort,74625,14022266
selectionsort,9805,242563
selectionsort,22215,1246360
selectionsort,24384,1503818
selectionsort,69704,12327683
selectionsort,51890,6811513
selectionsort,62534,9902691
selectionsort,12023,367480
selectionsort,47125,5613048
selectionsort,25406,1630566
selectionsort,48786,6011548
selectionsort,92644,21721730
selectionsort,15933,644209
selectionsort,20345,1053043
selectionsort,80812,16548202
selectionsort,34876,3079414
selectionsort,87710,19462132
selectionsort,5165,67899
selectionsort,94740,22713849
selectionsort,50174,6345953
selectionsort,51646,6774347
selectionsort,20386,1054642
selectionsort,28272,2024822
selectionsort,28188,2016029
selectionsort,76583,14845420
selectionsort,33533,2840739
selectionsort,71814,13069997
selectionsort,22756,1307775
selectionsort,41359,4331950
selectionsort,37972,3663643
selectionsort,90659,20890283
selectionsort,14495,534769
selectionsort,73371,13698654
selectionsort,83289,17593738
selectionsort,6592,110056
selectionsort,89092,20013762
selectionsort,79666,16069031
selectionsort,93781,22271511
selectionsort,92668,21653225
selectionsort,16170,659768
selectionsort,32234,2612443
selectionsort,22102,1234849
selectionsort,37623,3610395
selectionsort,78103,15461028
selectionsort,52813,7092128
selectionsort,83238,17611491
selectionsort,74939,14213887
selectionsort,14160,512154
selectionsort,70300,12550328
selectionsort,57966,8493415
selectionsort,19820,992449
selectionsort,71835,13070329
selectionsort,35468,3182723
selectionsort,74500,14057776
selectionsort,61428,9563162
selectionsort,70683,12686023
selectionsort,78167,15440042
selectionsort,14750,550023
selectionsort,42299,4508303
selectionsort,41326,4292363
selectionsort,73235,13524305
selectionsort,95673,23102573
selectionsort,68427,11911588
selectionsort,50215,6357311
selectionsort,14884,558506
selectionsort,28724,2080390
selectionsort,73738,13732142
selectionsort,55549,7804023
selectionsort,51916,6781509
selectionsort,60235,9200926
selectionsort,44112,4890334
selectionsort,59414,8926980
selectionsort,99382,24951486
selectionsort,11458,332725
selectionsort,17949,814047
selectionsort,46625,5490211
selectionsort,26569,1718269
selectionsort,63436,10185905
selectionsort,90092,20507727
selectionsort,74602,14060043
selectionsort,23988,1462704
selectionsort,37891,3651171
selectionsort,68085,11734318
selectionsort,84216,17941628
selectionsort,69070,12052229
selectionsort,37332,3545341
selectionsort,34244,2971850
selectionsort,73543,13746037
selectionsort,7326,136742
selectionsort,70001,12413059
selectionsort,74054,13861124
selectionsort,35673,3208430
selectionsort,23835,1425657
selectionsort,71408,12846980
selectionsort,60703,9341969
selectionsort,43512,4787971
selectionsort,19330,943290
selectionsort,60354,9252132
selectionsort,89786,20401965
selectionsort,70548,12557096
selectionsort,51234,6643423
selectionsort,55330,7751735
selectionsort,87847,19498011
selectionsort,6501,107079
selectionsort,31577,2520586
selectionsort,59382,8446712
selectionsort,81678,16295138
selectionsort,15654,612742
selectionsort,12390,385034
selectionsort,39360,3887313
selectionsort,75523,12598991
selectionsort,53417,6792456
selectionsort,7560,144242
selectionsort,96338,22928607
selectionsort,32573,2181280
