type,size,runtime
insertionsort,8047,51835
insertionsort,60941,3064269
insertionsort,59262,2891915
insertionsort,16219,220306
insertionsort,64034,3397654
insertionsort,80498,5307318
insertionsort,82576,5489746
insertionsort,11820,107538
insertionsort,73174,4304014
insertionsort,44115,1637436
insertionsort,26056,564032
insertionsort,70898,4103419
insertionsort,44971,1665033
insertionsort,45482,1693024
insertionsort,94620,7358036
insertionsort,82779,5590106
insertionsort,50051,2069850
insertionsort,99867,8290518
insertionsort,97214,7865574
insertionsort,54767,2461519
insertionsort,78060,5041219
insertionsort,29640,728718
insertionsort,92910,7107838
insertionsort,88297,6469470
insertionsort,50354,2057234
insertionsort,97894,7839382
insertionsort,78066,5055115
insertionsort,89082,6620070
insertionsort,66926,3729163
insertionsort,64227,3297144
insertionsort,96646,7636835
insertionsort,70705,4097656
insertionsort,17715,262849
insertionsort,83349,5786675
insertionsort,57950,2716003
insertionsort,26953,599059
insertionsort,94450,7431286
insertionsort,14649,172519
insertionsort,20646,353031
insertionsort,63987,3406678
insertionsort,75958,4756068
insertionsort,9122,64265
insertionsort,33211,920186
insertionsort,94705,7404662
insertionsort,35194,978531
insertionsort,67488,3633084
insertionsort,18183,277980
insertionsort,17147,244834
insertionsort,74004,4570814
insertionsort,13908,146942
insertionsort,6625,35710
insertionsort,98005,7891651
insertionsort,74927,4595363
insertionsort,8953,63623
insertionsort,37420,1168477
insertionsort,85877,6145394
insertionsort,28605,677533
insertionsort,33269,921523
insertionsort,22161,412763
insertionsort,82832,5744573
insertionsort,7999,53343
insertionsort,14726,173901
insertionsort,80230,5333358
insertionsort,41904,1461850
insertionsort,65484,3586870
insertionsort,62511,3241587
insertionsort,58074,2731521
insertionsort,35715,1070289
insertionsort,5326,22303
insertionsort,14932,159267
insertionsort,13123,136321
insertionsort,12033,116079
insertionsort,79240,5162534
insertionsort,28713,668252
insertionsort,95638,7502826
insertionsort,77916,5039082
insertionsort,94273,7297590
insertionsort,99463,8017039
insertionsort,56916,2663749
insertionsort,11085,99005
insertionsort,76934,4906652
insertionsort,23270,437786
insertionsort,46899,1810652
insertionsort,87965,6440615
insertionsort,77027,4924015
insertionsort,87893,6433209
insertionsort,56688,2620270
insertionsort,16287,209872
insertionsort,52333,2201580
insertionsort,26592,578946
insertionsort,65698,3627919
insertionsort,30248,760251
insertionsort,34656,989967
insertionsort,21076,373127
insertionsort,65621,3586485
insertionsort,26747,578117
insertionsort,64801,3446934
insertionsort,37976,1204947
insertionsort,83557,5748765
insertionsort,77925,5056105
insertionsort,87113,6279671
insertionsort,8112,52717
insertionsort,87447,6377542
insertionsort,71687,4257878
insertionsort,82202,5617045
insertionsort,54241,2453441
insertionsort,67141,3697407
insertionsort,20419,350949
insertionsort,27640,638327
insertionsort,77055,4919469
insertionsort,35525,1009700
insertionsort,76813,4922117
insertionsort,43007,1440855
insertionsort,94522,7282183
insertionsort,59706,2985070
insertionsort,50522,2126927
insertionsort,55764,2551157
insertionsort,96847,7800688
insertionsort,18057,272449
insertionsort,79498,5285720
insertionsort,52773,2325186
insertionsort,66074,3625840
insertionsort,57361,2755337
insertionsort,29478,714048
insertionsort,6969,39750
insertionsort,61527,2857200
insertionsort,94816,7418779
insertionsort,55690,2373423
insertionsort,35367,1044396
insertionsort,83034,5465345
insertionsort,40130,1288180
insertionsort,59750,2558108
insertionsort,41315,1425711
insertionsort,99316,7570258
insertionsort,85397,4678429
insertionsort,5536,13710
insertionsort,72320,2975926
insertionsort,41341,817148
insertionsort,96557,4160438
insertionsort,7170,24092
insertionsort,27720,526512
insertionsort,45347,1348220
insertionsort,85394,3521128
insertionsort,81550,2989974
insertionsort,89822,3629203
insertionsort,94476,3769384
insertionsort,93341,3647792
insertionsort,76978,4615231
insertionsort,87023,6074177
insertionsort,49354,1946769
insertionsort,91533,6725306
insertionsort,12219,120107
insertionsort,83385,5637297
insertionsort,75821,4649949
insertionsort,5581,24842
insertionsort,63593,3282228
insertionsort,84361,5780353
insertionsort,92756,7029929
insertionsort,10902,98192
insertionsort,48719,1941413
insertionsort,41349,1360321
insertionsort,44135,1615547
insertionsort,54409,2418347
insertionsort,24850,508940
insertionsort,36149,1049130
insertionsort,82396,5605044
insertionsort,73961,4549684
insertionsort,16420,226021
insertionsort,78008,4983222
insertionsort,46822,1783312
insertionsort,62295,3149866
insertionsort,74413,4541212
insertionsort,79698,5233327
insertionsort,82180,5515442
insertionsort,99006,8110073
insertionsort,21054,370087
insertionsort,90868,6838366
insertionsort,26832,598763
insertionsort,67038,3725410
insertionsort,34465,976710
insertionsort,27890,629486
insertionsort,23845,466338
insertionsort,72483,4338345
insertionsort,90833,6660803
insertionsort,67736,3733330
insertionsort,71880,4232238
insertionsort,78929,5156885
insertionsort,34540,989770
insertionsort,54796,2452445
insertionsort,33480,928177
insertionsort,8676,60288
insertionsort,66383,3647323
insertionsort,40281,1288505
insertionsort,72427,4236104
insertionsort,67546,3740768
insertionsort,61672,3155369
insertionsort,87297,6308409
insertionsort,58292,2816383
insertionsort,88641,6465713
insertionsort,34759,972656
insertionsort,19762,313331
insertionsort,46690,1803927
insertionsort,14123,166099
insertionsort,42341,1442852
insertionsort,86418,6150524
insertionsort,29091,662353
insertionsort,33119,902991
insertionsort,19036,302071
insertionsort,24790,488206
insertionsort,61328,3084329
insertionsort,53164,2330395
insertionsort,9156,63820
insertionsort,28844,654200
insertionsort,32186,834755
insertionsort,26651,568047
insertionsort,22135,393477
insertionsort,89553,6586408
insertionsort,94245,7318867
insertionsort,11104,99541
insertionsort,55181,2538706
insertionsort,78443,5125420
insertionsort,36870,1135179
insertionsort,54521,2475194
insertionsort,68267,3839998
insertionsort,53713,2349528
insertionsort,83241,5722620
insertionsort,35344,1039568
insertionsort,66022,3591496
insertionsort,68312,3731549
insertionsort,7390,42312
insertionsort,59087,2905980
insertionsort,68178,3870637
insertionsort,24154,486367
insertionsort,55245,2543570
insertionsort,43894,1599422
insertionsort,81824,5489104
insertionsort,63073,3296684
insertionsort,6742,38422
insertionsort,90503,6815237
insertionsort,18338,282746
insertionsort,23699,454134
insertionsort,34080,948999
insertionsort,90977,6873095
insertionsort,90076,6686004
insertionsort,61746,3106814
insertionsort,34735,968052
insertionsort,52419,2185842
insertionsort,87635,6382437
insertionsort,93697,7202238
insertionsort,75211,4690429
insertionsort,24142,481893
insertionsort,65045,3387874
insertionsort,56624,2664424
insertionsort,42856,1543774
insertionsort,17945,256304
insertionsort,86823,6210755
insertionsort,76338,4806186
insertionsort,71536,4060004
insertionsort,5600,25448
insertionsort,73106,4223904
insertionsort,99552,8149666
insertionsort,34011,964449
insertionsort,54270,2444753
insertionsort,5316,21721
insertionsort,48695,1906368
insertionsort,41173,1352611
insertionsort,22228,404314
insertionsort,80913,5398897
insertionsort,98326,7980134
insertionsort,98733,8114679
insertionsort,26475,588632
insertionsort,46521,1810809
insertionsort,30625,784529
insertionsort,97386,7837942
insertionsort,96500,7765381
insertionsort,51343,2207525
insertionsort,66803,3717150
insertionsort,57390,2753846
insertionsort,99294,7895117
insertionsort,15032,188000
insertionsort,73576,4522724
insertionsort,92007,7018481
insertionsort,86752,6296468
insertionsort,90376,6853498
insertionsort,44611,1667854
insertionsort,89385,6498995
insertionsort,66098,3636866
insertionsort,27028,608794
insertionsort,69174,3988982
insertionsort,25613,549780
insertionsort,74035,4463243
insertionsort,17868,254926
insertionsort,44571,1585054
insertionsort,29102,649290
insertionsort,61859,3207653
insertionsort,39659,1317212
insertionsort,91638,6939734
insertionsort,68949,3922223
insertionsort,95217,7469053
insertionsort,39023,1230202
insertionsort,8754,64533
insertionsort,78998,5043232
insertionsort,76462,4819366
insertionsort,56802,2671200
insertionsort,71154,4205244
insertionsort,63475,3350492
insertionsort,28489,636873
insertionsort,96619,7689425
insertionsort,6846,38197
insertionsort,88167,6482971
insertionsort,75134,4620216
insertionsort,65539,3554509
insertionsort,98595,7307528
insertionsort,24925,518714
insertionsort,14376,153096
insertionsort,54521,1840058
insertionsort,5315,23386
insertionsort,54230,2369985
insertionsort,46092,1791655
insertionsort,27160,602021
insertionsort,14606,176628
insertionsort,60241,2720787
insertionsort,41911,1478898
insertionsort,37828,1054180
insertionsort,69595,4031327
insertionsort,6318,32222
insertionsort,49162,2029047
insertionsort,11844,112459
insertionsort,47026,1822922
insertionsort,19605,328420
insertionsort,91591,6898650
insertionsort,87004,6079068
insertionsort,78039,4807659
insertionsort,12175,65525
insertionsort,79945,2839273
insertionsort,9595,41360
insertionsort,8520,32093
insertionsort,55676,1332448
insertionsort,90771,4189747
insertionsort,24986,265259
insertionsort,60858,1568371
insertionsort,38719,655916
insertionsort,39153,669235
insertionsort,77567,2609071
insertionsort,59667,1500206
insertionsort,86789,3098034
insertionsort,77908,2482231
insertionsort,62070,2946266
insertionsort,22803,403856
insertionsort,16514,208965
insertionsort,14203,160687
insertionsort,41968,1398030
insertionsort,75405,4422883
insertionsort,71970,4180371
insertionsort,15986,201569
insertionsort,57882,2752857
insertionsort,80854,5349720
insertionsort,57521,2673181
insertionsort,85419,5959442
insertionsort,92871,7087745
insertionsort,91354,6883993
insertionsort,23210,446442
insertionsort,61415,3096043
insertionsort,58502,2794934
insertionsort,71294,4170278
insertionsort,94908,7386663
insertionsort,31582,821841
insertionsort,53479,2310334
insertionsort,78796,5109558
insertionsort,19921,316589
insertionsort,15164,182562
insertionsort,78955,5162638
insertionsort,77640,4988669
insertionsort,22973,393109
insertionsort,72079,4163505
insertionsort,70707,4141751
insertionsort,33242,884035
insertionsort,67569,3699483
insertionsort,7371,45644
insertionsort,96165,7549842
insertionsort,86579,6174079
insertionsort,7929,52252
insertionsort,33178,897817
insertionsort,39434,1285447
insertionsort,65739,3565714
insertionsort,27879,647971
insertionsort,61365,3118001
insertionsort,82353,5564447
insertionsort,87838,6383469
insertionsort,7615,49150
insertionsort,48686,1964389
insertionsort,43308,1561963
insertionsort,71765,4253247
insertionsort,45080,1617089
insertionsort,38411,1233087
insertionsort,75300,4680022
insertionsort,48625,1956237
insertionsort,64243,3398765
insertionsort,38917,1230539
insertionsort,77750,4885294
insertionsort,92531,7021261
insertionsort,30830,766862
insertionsort,91677,6984672
insertionsort,38106,1195935
insertionsort,95003,7489723
insertionsort,73171,4407554
insertionsort,43360,1562248
insertionsort,28442,667474
insertionsort,43207,1525082
insertionsort,14638,171556
insertionsort,94083,7344393
insertionsort,71219,4211653
insertionsort,6514,35745
insertionsort,54718,2404934
insertionsort,53260,2271014
insertionsort,69439,3891264
insertionsort,30931,788133
insertionsort,44241,1624770
insertionsort,58426,2853419
insertionsort,99246,8114595
insertionsort,24838,493495
insertionsort,56788,2675896
insertionsort,93269,7223529
insertionsort,58159,2769367
insertionsort,62050,3130894
insertionsort,16279,206838
insertionsort,80218,5390165
insertionsort,59488,2955934
insertionsort,50967,2164080
insertionsort,82539,5659848
insertionsort,9125,67365
insertionsort,50603,2055009
insertionsort,52095,2243365
insertionsort,43539,1542054
insertionsort,56350,2474804
insertionsort,23002,424874
insertionsort,48113,1917719
insertionsort,64618,3464282
insertionsort,55459,2475981
insertionsort,69554,4020602
insertionsort,23798,467543
insertionsort,90368,6808488
insertionsort,97149,7608918
insertionsort,44083,1594882
insertionsort,69184,3955442
insertionsort,53041,2281283
insertionsort,10416,88206
insertionsort,86740,6194519
insertionsort,93211,7249368
insertionsort,64867,3506206
insertionsort,52617,2287847
insertionsort,60846,3053045
insertionsort,89906,6626288
insertionsort,20619,352499
insertionsort,15158,191472
insertionsort,47912,1919549
insertionsort,20596,342945
insertionsort,36814,1125636
insertionsort,49883,2047108
insertionsort,64251,3439941
insertionsort,19928,320912
insertionsort,92113,7076222
insertionsort,11816,113907
insertionsort,95177,7529403
insertionsort,52693,2329322
insertionsort,79825,5320168
insertionsort,53223,2375567
insertionsort,36418,1082896
insertionsort,71878,4251335
insertionsort,98355,8034506
insertionsort,79311,5172248
insertionsort,75764,4766026
insertionsort,67887,3667927
insertionsort,29061,703664
insertionsort,53897,2411685
insertionsort,29165,698494
insertionsort,8047,52690
insertionsort,8207,54641
insertionsort,71627,4326618
insertionsort,99725,8217775
insertionsort,88918,6529636
insertionsort,40299,1288145
insertionsort,33938,919509
insertionsort,10543,90698
insertionsort,67425,3776320
insertionsort,14280,170646
insertionsort,15306,188505
insertionsort,7526,45697
insertionsort,78032,5045813
insertionsort,95368,7435488
insertionsort,96962,7771906
insertionsort,77852,4966118
insertionsort,95444,7618514
insertionsort,80214,5366760
insertionsort,65080,3512097
insertionsort,34154,959988
insertionsort,28794,674378
insertionsort,97090,7802603
insertionsort,12852,126679
insertionsort,55534,2529184
insertionsort,94140,7290299
insertionsort,32271,850716
insertionsort,34661,939151
insertionsort,8849,53770
insertionsort,75728,4769913
insertionsort,23094,425271
insertionsort,37615,1160471
insertionsort,7905,50621
insertionsort,98257,7911172
insertionsort,91472,7043240
insertionsort,32523,890195
insertionsort,28719,695830
insertionsort,57517,2765623
insertionsort,59959,3012348
insertionsort,98560,8038742
insertionsort,72984,4435849
insertionsort,52939,2331672
insertionsort,15474,196934
insertionsort,79827,5227180
insertionsort,96086,7371172
insertionsort,11498,112339
insertionsort,49926,2056603
insertionsort,63503,3356337
insertionsort,38863,1242523
insertionsort,51515,1997697
insertionsort,76821,4846026
insertionsort,73793,4475524
insertionsort,81411,5277959
insertionsort,41792,1136366
insertionsort,56291,1419645
insertionsort,99975,4541504
insertionsort,31367,557156
insertionsort,11901,104757
insertionsort,72096,3910970
insertionsort,69549,2891122
insertionsort,78545,2693963
insertionsort,15158,97085
insertionsort,15510,104654
insertionsort,96463,4090921
insertionsort,65027,1720256
insertionsort,25721,281459
insertionsort,7273,22342
insertionsort,97223,3926803
insertionsort,37286,537464
insertionsort,23379,215959
insertionsort,76863,2301226
insertionsort,17315,115721
insertionsort,29944,635795
insertionsort,41587,1344091
insertionsort,41867,1361316
insertionsort,89739,6414072
insertionsort,24422,468062
insertionsort,79091,4983456
insertionsort,57936,2706679
insertionsort,48669,1944054
insertionsort,19891,325122
insertionsort,99707,8063474
insertionsort,87353,6191219
insertionsort,92404,6919434
insertionsort,18991,298829
insertionsort,79286,5168680
insertionsort,70544,4014658
insertionsort,77367,4842343
insertionsort,51634,2178493
insertionsort,95965,7474173
insertionsort,62584,3200410
insertionsort,34241,963443
insertionsort,43682,1499618
insertionsort,16222,216549
insertionsort,18381,251131
insertionsort,64771,3420054
insertionsort,70633,4128145
insertionsort,66640,3580712
insertionsort,94319,7285715
insertionsort,56230,2632432
insertionsort,20894,350905
insertionsort,6633,36748
insertionsort,13623,153171
insertionsort,63235,3289369
insertionsort,59286,2874612
insertionsort,94215,7326280
insertionsort,24837,512683
insertionsort,48449,1941416
insertionsort,68429,3887196
insertionsort,91790,6939755
insertionsort,19759,325878
insertionsort,6716,36432
insertionsort,21518,387791
insertionsort,10059,82051
insertionsort,90264,6773854
insertionsort,49567,2035379
insertionsort,87577,6291499
insertionsort,92452,7000896
insertionsort,32758,858143
insertionsort,78378,5072843
insertionsort,73825,4275097
insertionsort,7026,39598
insertionsort,73534,4458134
insertionsort,44005,1611064
insertionsort,60774,3077211
insertionsort,48009,1868651
insertionsort,96066,7641441
insertionsort,47158,1764323
insertionsort,48222,1948374
insertionsort,31667,806945
insertionsort,10450,92459
insertionsort,85436,6033420
insertionsort,76722,4841782
insertionsort,15324,189840
insertionsort,18632,278640
insertionsort,69565,3933361
insertionsort,80531,5304610
insertionsort,84216,5728704
insertionsort,8220,54139
insertionsort,69976,4072739
insertionsort,97104,7843713
insertionsort,91857,7050701
insertionsort,75884,4782945
insertionsort,76074,4779708
insertionsort,47694,1873635
insertionsort,27553,631394
insertionsort,65193,3503264
insertionsort,50820,2075400
insertionsort,98312,7965499
insertionsort,43460,1488084
insertionsort,82928,5707893
insertionsort,57063,2663193
insertionsort,96605,7803477
insertionsort,60801,3081903
insertionsort,52025,2245901
insertionsort,58691,2804995
insertionsort,77032,4942265
insertionsort,87941,6419766
insertionsort,26612,588881
insertionsort,18549,289777
insertionsort,25417,524172
insertionsort,62865,3229604
insertionsort,47680,1910012
insertionsort,56883,2682782
insertionsort,10417,87807
insertionsort,36900,1120213
insertionsort,15383,191660
insertionsort,72545,4303142
insertionsort,56293,2615547
insertionsort,60092,2958647
insertionsort,68506,3900717
insertionsort,71425,4213711
insertionsort,65716,3472773
insertionsort,30508,756857
insertionsort,18636,282896
insertionsort,48002,1892307
insertionsort,80989,5387392
insertionsort,10579,92932
insertionsort,97473,7855864
insertionsort,65418,3525877
insertionsort,8196,54968
insertionsort,30146,757207
insertionsort,14187,166906
insertionsort,90277,6741658
insertionsort,79812,5225507
insertionsort,6615,37486
insertionsort,85392,5903805
insertionsort,98598,8111205
insertionsort,36428,1068363
insertionsort,32595,883588
insertionsort,71328,4253863
insertionsort,42379,1443858
insertionsort,54623,2513179
insertionsort,68489,3878800
insertionsort,29425,723383
insertionsort,80533,5305859
insertionsort,98001,7954277
insertionsort,34980,995687
insertionsort,15132,176309
insertionsort,17473,247757
insertionsort,84002,5764173
insertionsort,23600,444868
insertionsort,21144,367906
insertionsort,90395,6731718
insertionsort,10181,88071
insertionsort,65113,3484966
insertionsort,76564,4801812
insertionsort,59670,2912833
insertionsort,40605,1312393
insertionsort,9292,71974
insertionsort,91987,7054174
insertionsort,89302,6547401
insertionsort,44956,1655104
insertionsort,41667,1448622
insertionsort,69247,3991676
insertionsort,50192,2067554
insertionsort,91228,6924328
insertionsort,86286,6100144
insertionsort,81593,5528660
insertionsort,60202,3027473
insertionsort,33819,933830
insertionsort,95893,7529916
insertionsort,55237,2424260
insertionsort,39359,1217799
insertionsort,20519,337527
insertionsort,32897,898480
insertionsort,34032,951492
insertionsort,76220,4819536
insertionsort,58654,2858108
insertionsort,63087,3311107
insertionsort,42499,1511541
insertionsort,70083,4009054
insertionsort,5486,24634
insertionsort,22111,398620
insertionsort,88191,6372816
insertionsort,89637,6689939
insertionsort,75286,4617463
insertionsort,82393,5567723
insertionsort,63695,3313422
insertionsort,63782,3339633
insertionsort,90482,6798118
insertionsort,13801,155924
insertionsort,35897,1062745
insertionsort,82062,5555340
insertionsort,99132,8182963
insertionsort,48257,1942049
insertionsort,85251,5964545
insertionsort,53619,2385568
insertionsort,52564,2226719
insertionsort,60444,2122419
insertionsort,63907,2259412
insertionsort,83441,3622630
insertionsort,74420,2425673
insertionsort,40487,730898
insertionsort,86970,3465263
insertionsort,12833,74458
insertionsort,54564,1332814
insertionsort,74315,2452432
insertionsort,15963,113704
insertionsort,22731,228696
insertionsort,22089,207494
insertionsort,81877,2927818
insertionsort,42601,791837
insertionsort,6668,19441
insertionsort,64765,1778977
insertionsort,18851,152175
insertionsort,82849,2822457
insertionsort,66323,1837521
insertionsort,76540,2363626
insertionsort,45087,787947
insertionsort,49422,946261
insertionsort,74613,2117095
insertionsort,94423,6893872
insertionsort,99344,7841165
insertionsort,9195,65821
insertionsort,16861,226149
insertionsort,34287,943256
insertionsort,33189,886727
insertionsort,60616,2988415
insertionsort,60284,2973720
insertionsort,5547,24410
insertionsort,45001,1655789
insertionsort,34414,974042
insertionsort,5965,29061
insertionsort,30023,736890
insertionsort,68478,3819704
insertionsort,49375,1960092
insertionsort,15468,197553
insertionsort,85992,5971259
insertionsort,12737,125173
insertionsort,55847,2527149
insertionsort,75536,4684030
insertionsort,18906,298753
insertionsort,98336,7786516
insertionsort,60854,3005388
insertionsort,77714,4969554
insertionsort,59001,2829508
insertionsort,45559,1668089
insertionsort,53285,2346646
insertionsort,9928,78464
insertionsort,8713,62280
insertionsort,38199,1168257
insertionsort,26068,523397
insertionsort,81273,5446001
insertionsort,77078,4916390
insertionsort,83578,5736992
insertionsort,76515,4705400
insertionsort,64057,3342717
insertionsort,47418,1863059
insertionsort,76062,4738109
insertionsort,29813,704838
insertionsort,31505,795811
insertionsort,71004,4138579
insertionsort,51954,2259473
insertionsort,90727,6748552
insertionsort,40653,1312145
insertionsort,45636,1670210
insertionsort,94038,7225650
insertionsort,68426,3896275
insertionsort,26924,577310
insertionsort,12908,133994
insertionsort,85172,6003236
insertionsort,92234,7029836
insertionsort,81074,5377443
insertionsort,9725,76545
insertionsort,71762,4267967
insertionsort,95366,7494900
insertionsort,90058,6667594
insertionsort,96906,7662793
insertionsort,39644,1276013
insertionsort,32599,870381
insertionsort,22558,410170
insertionsort,92637,7067207
insertionsort,94051,7389929
insertionsort,91073,6807169
insertionsort,64178,3322366
insertionsort,22983,436201
insertionsort,96609,7580695
insertionsort,65142,3488311
insertionsort,17906,260876
insertionsort,94109,7241887
insertionsort,89454,6561352
insertionsort,46553,1790417
insertionsort,65619,3525710
insertionsort,45499,1733189
insertionsort,72225,4298286
insertionsort,13101,139440
insertionsort,71032,4113064
insertionsort,81809,5535359
insertionsort,11551,102010
insertionsort,91048,6933115
insertionsort,74301,4544934
insertionsort,72323,4305611
insertionsort,96365,7571709
insertionsort,69386,4012978
insertionsort,21579,373665
insertionsort,76985,4887859
insertionsort,35178,990365
insertionsort,54223,2460403
insertionsort,92409,7097035
insertionsort,51919,2232331
insertionsort,68787,3864904
insertionsort,53390,2374155
insertionsort,78596,5108791
insertionsort,13389,147915
insertionsort,37370,1152624
insertionsort,70311,4074010
insertionsort,8916,63236
insertionsort,96899,7721455
insertionsort,37168,1152663
insertionsort,85284,6065120
insertionsort,58801,2884054
insertionsort,84020,5897442
insertionsort,44707,1631330
insertionsort,40753,1334109
insertionsort,82509,5656886
insertionsort,72045,4215057
insertionsort,45751,1694091
insertionsort,24235,492964
insertionsort,45200,1662897
insertionsort,73109,4261956
insertionsort,20727,364251
insertionsort,57564,2651332
insertionsort,35645,1036455
insertionsort,23850,474244
insertionsort,42128,1486471
insertionsort,9489,75812
insertionsort,36238,1061720
insertionsort,5022,20377
insertionsort,88562,6549310
insertionsort,64679,3405112
insertionsort,24133,464449
insertionsort,79909,5279292
insertionsort,31085,750182
insertionsort,14831,167809
insertionsort,90424,6785216
insertionsort,70706,4027709
insertionsort,31744,818626
insertionsort,37077,1122473
insertionsort,46948,1788848
insertionsort,86104,6147093
insertionsort,13688,152234
insertionsort,46039,1771852
insertionsort,40875,1337591
insertionsort,70431,4094710
insertionsort,99060,8145116
insertionsort,38646,1240343
insertionsort,10947,97679
insertionsort,64996,3514987
insertionsort,85098,6000105
insertionsort,88525,6502479
insertionsort,53721,2413660
insertionsort,38653,1249279
insertionsort,84360,5888979
insertionsort,81069,5482339
insertionsort,48157,1894336
insertionsort,34899,987247
insertionsort,77153,4766470
insertionsort,71809,4204925
insertionsort,22490,404225
insertionsort,8831,62939
insertionsort,24939,495671
insertionsort,33149,875946
insertionsort,83661,5788861
insertionsort,11864,118391
insertionsort,35268,997215
insertionsort,36932,1074449
insertionsort,75564,4705789
insertionsort,90779,6839300
insertionsort,53356,2324328
insertionsort,17900,257458
insertionsort,84715,5994920
insertionsort,92681,7036419
insertionsort,99846,8259305
insertionsort,60580,2984848
insertionsort,46848,1807025
insertionsort,83253,5686009
insertionsort,81495,5536962
insertionsort,20794,347086
insertionsort,84697,5919145
insertionsort,9483,74500
insertionsort,27479,634878
insertionsort,87752,5909729
insertionsort,32851,868633
insertionsort,93721,6066698
insertionsort,62285,2720107
insertionsort,93732,7017785
insertionsort,8307,50687
insertionsort,80266,5142608
insertionsort,79824,5201471
insertionsort,85938,5941593
insertionsort,17375,238327
insertionsort,8905,61595
insertionsort,54688,1898288
insertionsort,40104,984671
insertionsort,30182,730636
insertionsort,58597,2756609
insertionsort,10709,84577
insertionsort,25755,528929
insertionsort,61096,2173207
insertionsort,11907,64954
insertionsort,99066,4277384
insertionsort,13036,71142
insertionsort,14210,87859
insertionsort,76713,2456836
insertionsort,98852,4133099
insertionsort,55156,1180607
insertionsort,18467,130035
insertionsort,93698,3347229
insertionsort,74555,2032204
insertionsort,48959,867156
insertionsort,79330,2267833
bubblesort,36688,3675538
bubblesort,44614,5622257
bubblesort,67033,13512257
bubblesort,83321,21797532
bubblesort,80123,20024602
bubblesort,81208,20553407
bubblesort,79170,19534746
bubblesort,61823,11817632
bubblesort,11882,328338
bubblesort,15253,538824
bubblesort,95426,28928133
bubblesort,5659,72665
bubblesort,17992,761702
bubblesort,57773,10190541
bubblesort,35855,3623866
bubblesort,42478,5175227
bubblesort,88017,24365548
bubblesort,11851,306859
bubblesort,79489,19986580
bubblesort,85349,22606837
bubblesort,44641,6003219
bubblesort,77068,18539346
bubblesort,71239,15644674
bubblesort,7388,125159
bubblesort,69130,15139905
bubblesort,49333,7540913
bubblesort,50444,7904175
bubblesort,54644,9190885
bubblesort,52520,8614429
bubblesort,91513,26589757
bubblesort,71689,16222555
bubblesort,58087,10618404
bubblesort,81168,20920950
bubblesort,69777,15260206
bubblesort,96004,29909267
bubblesort,64510,13001400
bubblesort,31108,2657215
bubblesort,23759,1471243
bubblesort,5323,59650
bubblesort,26998,2003646
bubblesort,36624,3969741
bubblesort,12450,348532
bubblesort,21688,1208822
bubblesort,73049,17348860
bubblesort,18107,834441
bubblesort,83710,22448860
bubblesort,59406,10871948
bubblesort,18499,812789
bubblesort,40725,4940570
bubblesort,52955,8561647
bubblesort,70063,15428928
bubblesort,68488,14698573
bubblesort,8848,167146
bubblesort,18650,825185
bubblesort,7895,132579
bubblesort,98689,31361301
bubblesort,90524,26438188
bubblesort,16268,587249
bubblesort,24874,1598945
bubblesort,37906,4190287
bubblesort,9388,191274
bubblesort,82865,21859843
bubblesort,41365,5102770
bubblesort,82262,21727252
bubblesort,53532,8477925
bubblesort,72916,16685085
bubblesort,43289,5532216
bubblesort,71154,16174494
bubblesort,97225,30514074
bubblesort,35969,3682513
bubblesort,51439,7986015
bubblesort,96781,29922573
bubblesort,50987,7999273
bubblesort,16120,584552
bubblesort,50130,7731958
bubblesort,12732,355622
bubblesort,64924,13302437
bubblesort,48198,7121009
bubblesort,54714,9312796
bubblesort,37974,4280077
bubblesort,71347,15950857
bubblesort,71367,15971723
bubblesort,21308,1108825
bubblesort,22608,1300467
bubblesort,41351,5188436
bubblesort,15694,567568
bubblesort,67302,14285441
bubblesort,55040,9261187
bubblesort,34713,3541921
bubblesort,85484,23260625
bubblesort,77113,18959450
bubblesort,31569,2798649
bubblesort,76305,18187800
bubblesort,9202,193734
bubblesort,61767,12205317
bubblesort,95487,28995972
bubblesort,24289,1497975
bubblesort,15132,505710
bubblesort,64779,12922571
bubblesort,19740,918384
bubblesort,60671,11381723
bubblesort,66327,13982292
bubblesort,81613,21079843
bubblesort,8821,163327
bubblesort,8253,147585
bubblesort,35849,3715666
bubblesort,71924,16160045
bubblesort,40761,4938938
bubblesort,42948,5602688
bubblesort,45013,6114273
bubblesort,29523,2420319
bubblesort,67812,14588987
bubblesort,58393,10561241
bubblesort,65730,13621904
bubblesort,70275,15896071
bubblesort,74963,17875211
bubblesort,88500,24223877
bubblesort,69787,15498838
bubblesort,79005,19773678
bubblesort,5078,55464
bubblesort,66690,13699299
bubblesort,75158,17786474
bubblesort,50072,7659907
bubblesort,7633,133093
bubblesort,38626,4421835
bubblesort,29027,2290019
bubblesort,51380,7971192
bubblesort,46262,6351167
bubblesort,54288,8827059
bubblesort,55495,9487015
bubblesort,18408,789177
bubblesort,62895,12699437
bubblesort,38960,4526211
bubblesort,29397,2352670
bubblesort,67845,14346756
bubblesort,68776,15164835
bubblesort,5092,54759
bubblesort,51600,8165176
bubblesort,75033,17936700
bubblesort,15977,569875
bubblesort,83371,22055251
bubblesort,31272,2757820
bubblesort,12755,367541
bubblesort,15988,601350
bubblesort,40274,4715045
bubblesort,87476,24344105
bubblesort,26853,1983752
bubblesort,46497,6506710
bubblesort,79089,20171627
bubblesort,36461,3870183
bubblesort,55816,9712501
bubblesort,60225,11379041
bubblesort,57856,10413422
bubblesort,11636,296422
